"","gutenberg_id","text","title","author","gutenberg_bookshelf","language"
"1",765,"The Moon Pool","The Moon Pool","Merritt, Abraham","Science Fiction","en"
"2",765,"","The Moon Pool","Merritt, Abraham","Science Fiction","en"
"3",765,"A. MERRITT","The Moon Pool","Merritt, Abraham","Science Fiction","en"
"4",765,"","The Moon Pool","Merritt, Abraham","Science Fiction","en"
"5",765,"","The Moon Pool","Merritt, Abraham","Science Fiction","en"
"6",765,"","The Moon Pool","Merritt, Abraham","Science Fiction","en"
"7",765,"","The Moon Pool","Merritt, Abraham","Science Fiction","en"
"8",765,"Foreword","The Moon Pool","Merritt, Abraham","Science Fiction","en"
"9",765,"","The Moon Pool","Merritt, Abraham","Science Fiction","en"
"10",765,"The publication of the following narrative of Dr. Walter T. Goodwin","The Moon Pool","Merritt, Abraham","Science Fiction","en"
"11",765,"has been authorized by the Executive Council of the International","The Moon Pool","Merritt, Abraham","Science Fiction","en"
"12",765,"Association of Science.","The Moon Pool","Merritt, Abraham","Science Fiction","en"
"13",765,"","The Moon Pool","Merritt, Abraham","Science Fiction","en"
"14",765,"First:","The Moon Pool","Merritt, Abraham","Science Fiction","en"
"15",765,"","The Moon Pool","Merritt, Abraham","Science Fiction","en"
"16",765,"To end officially what is beginning to be called the Throckmartin","The Moon Pool","Merritt, Abraham","Science Fiction","en"
"17",765,"Mystery and to kill the innuendo and scandalous suspicions which have","The Moon Pool","Merritt, Abraham","Science Fiction","en"
"18",765,"threatened to stain the reputations of Dr. David Throckmartin, his","The Moon Pool","Merritt, Abraham","Science Fiction","en"
"19",765,"youthful wife, and equally youthful associate Dr. Charles Stanton ever","The Moon Pool","Merritt, Abraham","Science Fiction","en"
"20",765,"since a tardy despatch from Melbourne, Australia, reported the","The Moon Pool","Merritt, Abraham","Science Fiction","en"
"21",765,"disappearance of the first from a ship sailing to that port, and the","The Moon Pool","Merritt, Abraham","Science Fiction","en"
"22",765,"subsequent reports of the disappearance of his wife and associate from","The Moon Pool","Merritt, Abraham","Science Fiction","en"
"23",765,"the camp of their expedition in the Caroline Islands.","The Moon Pool","Merritt, Abraham","Science Fiction","en"
"24",765,"","The Moon Pool","Merritt, Abraham","Science Fiction","en"
"25",765,"Second:","The Moon Pool","Merritt, Abraham","Science Fiction","en"
"26",765,"","The Moon Pool","Merritt, Abraham","Science Fiction","en"
"27",765,"Because the Executive Council have concluded that Dr. Goodwin's","The Moon Pool","Merritt, Abraham","Science Fiction","en"
"28",765,"experiences in his wholly heroic effort to save the three, and the","The Moon Pool","Merritt, Abraham","Science Fiction","en"
"29",765,"lessons and warnings within those experiences, are too important","The Moon Pool","Merritt, Abraham","Science Fiction","en"
"30",765,"to humanity as a whole to be hidden away in scientific papers","The Moon Pool","Merritt, Abraham","Science Fiction","en"
"31",765,"understandable only to the technically educated; or to be presented","The Moon Pool","Merritt, Abraham","Science Fiction","en"
"32",765,"through the newspaper press in the abridged and fragmentary form","The Moon Pool","Merritt, Abraham","Science Fiction","en"
"33",765,"which the space limitations of that vehicle make necessary.","The Moon Pool","Merritt, Abraham","Science Fiction","en"
"34",765,"","The Moon Pool","Merritt, Abraham","Science Fiction","en"
"35",765,"For these reasons the Executive Council commissioned Mr. A. Merritt","The Moon Pool","Merritt, Abraham","Science Fiction","en"
