"","id","title","author","genre","sentence","x","y","DET","NOUN","VERB","ADJ","PROPN","ADP","AUX","CONJ","INTJ","NUM","PRON","SCONJ"
"1","940","The Last of the Mohicans; A narrative of 1757","Cooper, James Fenimore","Historical Fiction",1,0.238425805203128,-0.222440779565765,9,9,4,4,3,7,2,0,0,1,3,1
"2","940","The Last of the Mohicans; A narrative of 1757","Cooper, James Fenimore","Historical Fiction",2,-0.134955921784904,0.207532397924595,3,5,1,3,0,3,1,0,0,0,1,0
"3","940","The Last of the Mohicans; A narrative of 1757","Cooper, James Fenimore","Historical Fiction",3,0.321011245146123,-0.252973419458764,1,7,0,5,1,3,1,0,0,0,2,1
"4","940","The Last of the Mohicans; A narrative of 1757","Cooper, James Fenimore","Historical Fiction",4,-0.0774960330204788,0.227776832423104,0,4,5,7,0,2,1,0,0,0,1,0
"5","940","The Last of the Mohicans; A narrative of 1757","Cooper, James Fenimore","Historical Fiction",5,-0.134955921784904,0.207532397924595,4,3,2,4,0,2,5,0,0,0,3,0
"6","940","The Last of the Mohicans; A narrative of 1757","Cooper, James Fenimore","Historical Fiction",6,0.25237635019066,0.158114852787064,3,3,2,2,0,1,1,0,0,0,1,1
"7","940","The Last of the Mohicans; A narrative of 1757","Cooper, James Fenimore","Historical Fiction",7,0.246873200799819,-0.224883373535549,2,2,2,4,1,3,2,0,0,0,3,1
"8","940","The Last of the Mohicans; A narrative of 1757","Cooper, James Fenimore","Historical Fiction",8,0.246873200799819,-0.224883373535549,5,6,4,2,2,2,1,0,0,0,3,1
"9","940","The Last of the Mohicans; A narrative of 1757","Cooper, James Fenimore","Historical Fiction",9,-0.134955921784904,0.207532397924595,3,3,6,5,0,2,3,0,0,0,3,0
"10","940","The Last of the Mohicans; A narrative of 1757","Cooper, James Fenimore","Historical Fiction",10,-0.134955921784904,0.207532397924595,3,4,2,5,0,5,1,0,0,0,3,0
"11","940","The Last of the Mohicans; A narrative of 1757","Cooper, James Fenimore","Historical Fiction",11,-0.431340716520895,0.0972759292660473,5,8,0,0,0,1,0,0,0,0,2,0
"12","940","The Last of the Mohicans; A narrative of 1757","Cooper, James Fenimore","Historical Fiction",12,0.25237635019066,0.158114852787064,6,7,2,10,0,7,6,0,0,0,4,1
"13","940","The Last of the Mohicans; A narrative of 1757","Cooper, James Fenimore","Historical Fiction",13,-0.0565160418358027,-0.262282770356351,2,3,0,1,1,1,1,0,0,0,1,0
"14","940","The Last of the Mohicans; A narrative of 1757","Cooper, James Fenimore","Historical Fiction",14,-0.0927304308526548,-0.229517799830536,7,6,2,5,1,5,3,0,0,0,3,0
"15","940","The Last of the Mohicans; A narrative of 1757","Cooper, James Fenimore","Historical Fiction",15,0.238425805203128,-0.222440779565765,4,5,5,1,1,1,1,0,0,2,2,2
"16","940","The Last of the Mohicans; A narrative of 1757","Cooper, James Fenimore","Historical Fiction",16,-0.302268695467491,-0.0139617108321052,2,3,5,0,0,0,0,0,0,1,1,0
"17","940","The Last of the Mohicans; A narrative of 1757","Cooper, James Fenimore","Historical Fiction",17,-0.0977865259576762,0.156533668954307,5,8,3,2,0,5,2,0,0,1,2,0
