"","id","title","author","genre","sentence","x","y","DET","NOUN","VERB","ADJ","PROPN","ADP","AUX","CONJ","INTJ","NUM","PRON","SCONJ"
"1","1921","The Chouans","Balzac, Honoré de","Historical Fiction",1,0.376102060586674,0.391353064942827,1,5,1,0,7,2,0,0,0,0,0,0
"2","1921","The Chouans","Balzac, Honoré de","Historical Fiction",2,0.256940762910077,-0.266355240063314,0,1,1,2,0,0,0,0,0,0,2,0
"3","1921","The Chouans","Balzac, Honoré de","Historical Fiction",3,0.318932475309333,1.29383858376172,0,1,0,0,1,0,0,0,0,0,0,0
"4","1921","The Chouans","Balzac, Honoré de","Historical Fiction",4,0.340516272300841,0.807269202435724,1,0,0,0,1,0,0,0,0,0,1,0
"5","1921","The Chouans","Balzac, Honoré de","Historical Fiction",5,0.35786436312291,-0.1667270654499,2,3,0,1,0,1,0,0,0,0,0,0
"6","1921","The Chouans","Balzac, Honoré de","Historical Fiction",6,-0.175362865048921,0.164883315765332,8,17,5,5,4,14,2,0,0,2,3,1
"7","1921","The Chouans","Balzac, Honoré de","Historical Fiction",7,-0.246740783929677,-0.142321925315516,8,17,8,10,0,6,5,0,0,0,4,4
"8","1921","The Chouans","Balzac, Honoré de","Historical Fiction",8,0.0146944737416754,0.171980952691293,9,12,3,8,2,7,1,0,0,0,3,0
"9","1921","The Chouans","Balzac, Honoré de","Historical Fiction",9,-0.246740783929677,-0.142321925315516,7,10,7,4,0,8,3,0,0,0,8,1
"10","1921","The Chouans","Balzac, Honoré de","Historical Fiction",10,-0.0138709841371318,-0.210673902413393,3,10,4,2,0,6,1,0,0,0,4,0
"11","1921","The Chouans","Balzac, Honoré de","Historical Fiction",11,0.0146944737416754,0.171980952691293,4,7,3,3,1,5,1,0,0,0,2,0
"12","1921","The Chouans","Balzac, Honoré de","Historical Fiction",12,0.314091313509545,0.21873049123107,4,5,4,2,1,6,0,0,0,0,3,0
"13","1921","The Chouans","Balzac, Honoré de","Historical Fiction",13,0.0146944737416754,0.171980952691293,5,6,4,2,4,5,1,0,0,0,2,0
"14","1921","The Chouans","Balzac, Honoré de","Historical Fiction",14,-0.19547484361601,0.190221059544441,4,6,3,2,1,5,3,0,0,0,2,1
"15","1921","The Chouans","Balzac, Honoré de","Historical Fiction",15,0.314091313509545,0.21873049123107,5,9,2,3,1,4,0,0,0,0,2,0
"16","1921","The Chouans","Balzac, Honoré de","Historical Fiction",16,0.0146944737416754,0.171980952691293,3,3,1,4,1,3,2,0,0,0,1,0
"17","1921","The Chouans","Balzac, Honoré de","Historical Fiction",17,0.35776957963895,0.280183898327182,2,6,2,0,1,5,0,0,0,0,2,0
"18","1921","The Chouans","Balzac, Honoré de","Historical Fiction",18,0.0153081618851431,-0.140472797919569,8,11,7,8,0,10,0,0,0,0,2,1
"19","1921","The Chouans","Balzac, Honoré de","Historical Fiction",19,0.275535517077712,0.183494632546355,5,16,2,6,2,11,0,0,0,1,2,0
"20","1921","The Chouans","Balzac, Honoré de","Historical Fiction",20,0.314091313509545,0.21873049123107,8,13,7,4,1,7,0,0,0,0,4,0
"21","1921","The Chouans","Balzac, Honoré de","Historical Fiction",21,-0.02485310094884,-0.220787894258025,2,6,1,0,0,4,1,0,0,0,1,0
"22","1921","The Chouans","Balzac, Honoré de","Historical Fiction",22,0.0146944737416754,0.171980952691293,5,9,4,3,1,7,1,0,0,0,4,0
"23","1921","The Chouans","Balzac, Honoré de","Historical Fiction",23,-0.320004778048249,-0.123273352539012,5,6,2,1,0,5,2,0,0,0,0,1
"24","1921","The Chouans","Balzac, Honoré de","Historical Fiction",24,0.330664419278915,-0.219908583301101,1,10,4,3,0,4,0,0,0,0,3,0
"25","1921","The Chouans","Balzac, Honoré de","Historical Fiction",25,0.35776957963895,0.280183898327182,3,4,2,0,1,4,0,0,0,0,1,0
"26","1921","The Chouans","Balzac, Honoré de","Historical Fiction",26,-0.0682634730897485,-0.185370301507293,1,6,1,0,0,2,2,0,0,1,0,0
"27","1921","The Chouans","Balzac, Honoré de","Historical Fiction",27,0.330664419278915,-0.219908583301101,1,6,4,4,0,1,0,0,0,0,2,0
"28","1921","The Chouans","Balzac, Honoré de","Historical Fiction",28,0.330664419278915,-0.219908583301101,3,8,3,3,0,5,0,0,0,0,1,0
"29","1921","The Chouans","Balzac, Honoré de","Historical Fiction",29,0.330664419278915,-0.219908583301101,4,8,3,1,0,2,0,0,0,0,1,0
"30","1921","The Chouans","Balzac, Honoré de","Historical Fiction",30,-0.0114314933631302,-0.19223421189255,7,6,5,2,0,4,1,0,0,1,2,0
"31","1921","The Chouans","Balzac, Honoré de","Historical Fiction",31,-0.0138709841371318,-0.210673902413393,4,5,1,1,0,2,1,0,0,0,2,0
"32","1921","The Chouans","Balzac, Honoré de","Historical Fiction",32,0.0136889702209205,0.145854582587077,7,8,5,4,2,9,4,0,0,2,4,0
"33","1921","The Chouans","Balzac, Honoré de","Historical Fiction",33,0.284233065389768,-0.197515411150465,3,3,3,2,0,1,0,0,0,1,1,0
"34","1921","The Chouans","Balzac, Honoré de","Historical Fiction",34,0.376102060586674,0.391353064942827,2,2,1,0,1,2,0,0,0,0,0,0
"35","1921","The Chouans","Balzac, Honoré de","Historical Fiction",35,0.0153081618851431,-0.140472797919569,3,8,4,2,0,4,0,0,0,0,3,1
"36","1921","The Chouans","Balzac, Honoré de","Historical Fiction",36,0.0146944737416754,0.171980952691293,7,9,9,4,1,6,1,0,0,0,8,0
"37","1921","The Chouans","Balzac, Honoré de","Historical Fiction",37,-0.246740783929677,-0.142321925315516,3,7,7,4,0,7,2,0,0,0,6,1
"38","1921","The Chouans","Balzac, Honoré de","Historical Fiction",38,0.330664419278915,-0.219908583301101,9,20,6,4,0,9,0,0,0,0,8,0
"39","1921","The Chouans","Balzac, Honoré de","Historical Fiction",39,0.0146944737416754,0.171980952691293,8,8,4,1,2,5,2,0,0,0,5,0
"40","1921","The Chouans","Balzac, Honoré de","Historical Fiction",40,0.334300513218985,-0.191391198391322,4,7,2,0,0,5,0,0,0,2,0,0
"41","1921","The Chouans","Balzac, Honoré de","Historical Fiction",41,-0.246740783929677,-0.142321925315516,5,8,3,1,0,6,3,0,0,0,2,2
"42","1921","The Chouans","Balzac, Honoré de","Historical Fiction",42,0.376102060586674,0.391353064942827,2,4,2,0,1,2,0,0,0,0,0,0
