"","id","title","author","genre","sentence","x","y","DET","NOUN","VERB","ADJ","PROPN","ADP","AUX","CONJ","INTJ","NUM","PRON","SCONJ"
"1","9056","Bad Medicine","Sheckley, Robert","Science Fiction",1,-0.610052453043391,5.55111512312578e-17,0,6,0,2,2,2,0,0,0,1,0,0
"2","9056","Bad Medicine","Sheckley, Robert","Science Fiction",2,0.339966416477008,0.511766315719158,2,7,2,3,2,2,1,0,0,0,0,0
"3","9056","Bad Medicine","Sheckley, Robert","Science Fiction",3,0.339966416477008,-0.511766315719159,1,1,0,1,0,1,1,0,0,3,1,0
"4","9056","Bad Medicine","Sheckley, Robert","Science Fiction",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
